row_order,requested_concept_code,target_concept_code,concept_code,standard_concept_name,n_code_target,n_code_no_target,n_target_no_code,n_no_code_no_target,n_target_before_code,n_code_before_target
1,30082-Race-2,30082-Race-2,30082-Race-1,Race selected; White,20,385,333,45,333,385
48785,30141-covid_tst_symptoms-8,30141-covid_tst_symptoms-8,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,21,688,21,16
48786,30141-covid_tst_symptoms-9,30141-covid_tst_symptoms-9,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,20,689,20,16
48787,30141-covid_tst_symptoms-998,30141-covid_tst_symptoms-998,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,1,708,1,16
48788,30147-flu_why-1,30147-flu_why-1,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,8,701,8,16
48789,30147-flu_why-3,30147-flu_why-3,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,2,707,2,16
48790,30147-flu_why-999,30147-flu_why-999,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,2,707,2,16
48791,30150-flu_tst_symptoms-1,30150-flu_tst_symptoms-1,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,3,706,3,16
48792,30150-flu_tst_symptoms-10,30150-flu_tst_symptoms-10,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,4,705,4,16
48793,30150-flu_tst_symptoms-12,30150-flu_tst_symptoms-12,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,2,707,2,16
48794,30150-flu_tst_symptoms-13,30150-flu_tst_symptoms-13,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,1,708,1,16
48795,30150-flu_tst_symptoms-15,30150-flu_tst_symptoms-15,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,1,708,1,16
48796,30150-flu_tst_symptoms-16,30150-flu_tst_symptoms-16,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,1,708,1,16
48797,30150-flu_tst_symptoms-21,30150-flu_tst_symptoms-21,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,3,706,3,16
48798,30150-flu_tst_symptoms-23,30150-flu_tst_symptoms-23,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,1,708,1,16
48799,30150-flu_tst_symptoms-3,30150-flu_tst_symptoms-3,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,3,706,3,16
48800,30150-flu_tst_symptoms-30,30150-flu_tst_symptoms-30,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,1,708,1,16
48801,30150-flu_tst_symptoms-5,30150-flu_tst_symptoms-5,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,3,706,3,16
48802,30150-flu_tst_symptoms-6,30150-flu_tst_symptoms-6,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,8,701,8,16
48803,30150-flu_tst_symptoms-7,30150-flu_tst_symptoms-7,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,2,707,2,16
48804,30150-flu_tst_symptoms-8,30150-flu_tst_symptoms-8,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,2,707,2,16
48805,30150-flu_tst_symptoms-9,30150-flu_tst_symptoms-9,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,4,705,4,16
48806,30153-Symptoms-1,30153-Symptoms-1,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),14,2,537,172,537,2
48807,30153-Symptoms-2,30153-Symptoms-2,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),2,14,64,645,64,14
48808,30153-Symptoms-3,30153-Symptoms-3,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,15,82,627,82,15
48809,30153-Symptoms-4,30153-Symptoms-4,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,7,702,7,16
48810,30153-Symptoms-5,30153-Symptoms-5,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),2,14,128,581,128,14
48811,30153-Symptoms-6,30153-Symptoms-6,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,15,48,661,48,15
48812,30153-Symptoms-999,30153-Symptoms-999,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,5,704,5,16
48813,30154-Symptoms_Resp-1,30154-Symptoms_Resp-1,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),12,4,466,243,466,4
48814,30154-Symptoms_Resp-2,30154-Symptoms_Resp-2,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,15,148,561,148,15
48815,30154-Symptoms_Resp-21,30154-Symptoms_Resp-21,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,15,104,605,104,15
48816,30154-Symptoms_Resp-3,30154-Symptoms_Resp-3,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,151,558,151,16
48817,30154-Symptoms_Resp-4,30154-Symptoms_Resp-4,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,35,674,35,16
48818,30154-Symptoms_Resp-5,30154-Symptoms_Resp-5,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),2,14,24,685,24,14
48819,30154-Symptoms_Resp-6,30154-Symptoms_Resp-6,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,53,656,53,16
48820,30154-Symptoms_Resp-7,30154-Symptoms_Resp-7,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,15,28,681,28,15
48821,30154-Symptoms_Resp-999,30154-Symptoms_Resp-999,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,4,705,4,16
48822,30156-Symptom_GI-1,30156-Symptom_GI-1,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),14,2,555,154,555,2
48823,30156-Symptom_GI-2,30156-Symptom_GI-2,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,15,79,630,79,15
48824,30156-Symptom_GI-3,30156-Symptom_GI-3,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,15,57,652,57,15
48825,30156-Symptom_GI-4,30156-Symptom_GI-4,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,15,56,653,56,15
48826,30156-Symptom_GI-5,30156-Symptom_GI-5,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,15,43,666,43,15
48827,30156-Symptom_GI-999,30156-Symptom_GI-999,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,4,705,4,16
48828,30158-Symtpom_Neuro-1,30158-Symtpom_Neuro-1,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),12,4,509,200,509,4
48829,30158-Symtpom_Neuro-2,30158-Symtpom_Neuro-2,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),4,12,167,542,167,12
48830,30158-Symtpom_Neuro-3,30158-Symtpom_Neuro-3,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,15,19,690,19,15
48831,30158-Symtpom_Neuro-4,30158-Symtpom_Neuro-4,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,3,706,3,16
48832,30158-Symtpom_Neuro-5,30158-Symtpom_Neuro-5,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,10,699,10,16
48833,30158-Symtpom_Neuro-6,30158-Symtpom_Neuro-6,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,9,700,9,16
48834,30158-Symtpom_Neuro-7,30158-Symtpom_Neuro-7,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,15,38,671,38,15
48835,30158-Symtpom_Neuro-8,30158-Symtpom_Neuro-8,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,15,30,679,30,15
48836,30158-Symtpom_Neuro-9,30158-Symtpom_Neuro-9,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,24,685,24,16
48837,30158-Symtpom_Neuro-999,30158-Symtpom_Neuro-999,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,3,706,3,16
48838,30160-Symptom_Inflamm-1,30160-Symptom_Inflamm-1,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),16,0,635,74,635,0
48839,30160-Symptom_Inflamm-2,30160-Symptom_Inflamm-2,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,48,661,48,16
48840,30160-Symptom_Inflamm-3,30160-Symptom_Inflamm-3,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,1,708,1,16
48841,30160-Symptom_Inflamm-4,30160-Symptom_Inflamm-4,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,4,705,4,16
48842,30160-Symptom_Inflamm-5,30160-Symptom_Inflamm-5,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,35,674,35,16
48843,30160-Symptom_Inflamm-999,30160-Symptom_Inflamm-999,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,3,706,3,16
48844,30166-Prev_exposure-1,30166-Prev_exposure-1,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),12,4,564,145,564,4
48845,30166-Prev_exposure-2,30166-Prev_exposure-2,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),4,12,136,573,136,12
48846,30166-Prev_exposure-3,30166-Prev_exposure-3,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,4,705,4,16
48847,30166-Prev_exposure-999,30166-Prev_exposure-999,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,8,701,8,16
48848,30183-states_specify-10,30183-states_specify-10,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,15,10,699,10,15
48849,30183-states_specify-11,30183-states_specify-11,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,8,701,8,16
48850,30183-states_specify-14,30183-states_specify-14,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,1,708,1,16
48851,30183-states_specify-19,30183-states_specify-19,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,1,708,1,16
48852,30183-states_specify-20,30183-states_specify-20,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,1,708,1,16
48853,30183-states_specify-21,30183-states_specify-21,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,2,707,2,16
48854,30183-states_specify-23,30183-states_specify-23,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,1,708,1,16
48855,30183-states_specify-24,30183-states_specify-24,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,1,708,1,16
48856,30183-states_specify-25,30183-states_specify-25,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,3,706,3,16
48857,30183-states_specify-27,30183-states_specify-27,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,15,6,703,6,15
48858,30183-states_specify-28,30183-states_specify-28,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,15,45,664,45,15
48859,30183-states_specify-3,30183-states_specify-3,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,3,706,3,16
48860,30183-states_specify-33,30183-states_specify-33,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,24,685,24,16
48861,30183-states_specify-34,30183-states_specify-34,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,2,707,2,16
48862,30183-states_specify-38,30183-states_specify-38,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,1,708,1,16
48863,30183-states_specify-39,30183-states_specify-39,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,7,702,7,16
48864,30183-states_specify-40,30183-states_specify-40,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,1,708,1,16
48865,30183-states_specify-41,30183-states_specify-41,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,1,708,1,16
48866,30183-states_specify-42,30183-states_specify-42,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,15,10,699,10,15
48867,30183-states_specify-45,30183-states_specify-45,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,2,707,2,16
48868,30183-states_specify-50,30183-states_specify-50,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,2,707,2,16
48869,30183-states_specify-52,30183-states_specify-52,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,1,708,1,16
48870,30183-states_specify-6,30183-states_specify-6,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,4,705,4,16
48871,30183-states_specify-9,30183-states_specify-9,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,10,699,10,16
48872,30183-states_specify-999,30183-states_specify-999,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,0,709,0,16
48873,31344-devices_own-1,31344-devices_own-1,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),15,1,505,151,505,1
48874,31344-devices_own-2,31344-devices_own-2,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),8,8,293,363,293,8
48875,31344-devices_own-3,31344-devices_own-3,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),16,0,593,63,593,0
48876,31344-devices_own-4,31344-devices_own-4,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,15,59,597,59,15
48877,31344-devices_own-5,31344-devices_own-5,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),3,13,85,571,85,13
48878,31344-devices_own-999,31344-devices_own-999,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,7,649,7,16
48879,31346-past12mo_tech-1,31346-past12mo_tech-1,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),13,3,426,230,426,3
48880,31346-past12mo_tech-2,31346-past12mo_tech-2,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),5,11,236,420,236,11
48881,31346-past12mo_tech-3,31346-past12mo_tech-3,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),7,9,237,419,237,9
48882,31346-past12mo_tech-4,31346-past12mo_tech-4,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),4,12,149,507,149,12
48883,31346-past12mo_tech-5,31346-past12mo_tech-5,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),3,13,175,481,175,13
48884,31346-past12mo_tech-6,31346-past12mo_tech-6,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,15,49,607,49,15
48885,31346-past12mo_tech-998,31346-past12mo_tech-998,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,111,545,111,16
48886,31346-past12mo_tech-999,31346-past12mo_tech-999,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,6,650,6,16
48887,31350-healthdevice_type-1,31350-healthdevice_type-1,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,15,15,641,15,15
48888,31350-healthdevice_type-2,31350-healthdevice_type-2,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,17,639,17,16
48889,31350-healthdevice_type-3,31350-healthdevice_type-3,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,5,651,5,16
48890,31350-healthdevice_type-4,31350-healthdevice_type-4,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,5,651,5,16
48891,31350-healthdevice_type-5,31350-healthdevice_type-5,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,5,651,5,16
48892,31350-healthdevice_type-6,31350-healthdevice_type-6,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,2,654,2,16
48893,31350-healthdevice_type-999,31350-healthdevice_type-999,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,1,655,1,16
48894,31356-past12_recommended-1,31356-past12_recommended-1,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),9,7,399,257,399,7
48895,31356-past12_recommended-2,31356-past12_recommended-2,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),6,10,260,396,260,10
48896,31356-past12_recommended-3,31356-past12_recommended-3,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),8,8,149,507,149,8
48897,31356-past12_recommended-4,31356-past12_recommended-4,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),6,10,279,377,279,10
48898,31356-past12_recommended-998,31356-past12_recommended-998,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),4,12,100,556,100,12
48899,31356-past12_recommended-999,31356-past12_recommended-999,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,13,643,13,16
48900,31386-covid_results-1,31386-covid_results-1,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,15,33,623,33,15
48901,31386-covid_results-2,31386-covid_results-2,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),16,0,618,38,618,0
48902,31386-covid_results-3,31386-covid_results-3,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,5,651,5,16
48903,31386-covid_results-4,31386-covid_results-4,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,0,656,0,16
48904,31386-covid_results-5,31386-covid_results-5,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,15,10,646,10,15
48905,31386-covid_results-999,31386-covid_results-999,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,4,652,4,16
48906,31393-join_why-1,31393-join_why-1,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),11,5,334,322,334,5
48907,31393-join_why-2,31393-join_why-2,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),9,7,456,200,456,7
48908,31393-join_why-3,31393-join_why-3,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),8,8,358,298,358,8
48909,31393-join_why-4,31393-join_why-4,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),6,10,223,433,223,10
48910,31393-join_why-5,31393-join_why-5,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),8,8,360,296,360,8
48911,31393-join_why-6,31393-join_why-6,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),7,9,287,369,287,9
48912,31393-join_why-7,31393-join_why-7,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,11,645,11,16
48913,31393-join_why-8,31393-join_why-8,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,0,656,0,16
48914,31393-join_why-9,31393-join_why-9,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,10,646,10,16
48915,31393-join_why-999,31393-join_why-999,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,1,655,1,16
48916,31396-join_hear-1,31396-join_hear-1,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),5,11,209,447,209,11
48917,31396-join_hear-2,31396-join_hear-2,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),8,8,302,354,302,8
48918,31396-join_hear-3,31396-join_hear-3,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,15,37,619,37,15
48919,31396-join_hear-4,31396-join_hear-4,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,16,640,16,16
48920,31396-join_hear-5,31396-join_hear-5,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,16,640,16,16
48921,31396-join_hear-6,31396-join_hear-6,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),3,13,131,525,131,13
48922,31396-join_hear-7,31396-join_hear-7,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,15,34,622,34,15
48923,31396-join_hear-999,31396-join_hear-999,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,1,655,1,16
48924,31405-skipped_why-1,31405-skipped_why-1,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,10,646,10,16
48925,31405-skipped_why-2,31405-skipped_why-2,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,22,634,22,16
48926,31405-skipped_why-3,31405-skipped_why-3,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,15,641,15,16
48927,31405-skipped_why-4,31405-skipped_why-4,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),16,0,598,58,598,0
48928,31405-skipped_why-5,31405-skipped_why-5,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,12,644,12,16
48929,32138-vaccine_factors-1,32138-vaccine_factors-1,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),3,14,10,756,10,14
48930,32138-vaccine_factors-10,32138-vaccine_factors-10,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),2,15,10,756,10,15
48931,32138-vaccine_factors-11,32138-vaccine_factors-11,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),10,7,23,743,23,7
48932,32138-vaccine_factors-12,32138-vaccine_factors-12,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,17,12,754,12,17
48933,32138-vaccine_factors-14,32138-vaccine_factors-14,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),2,15,2,764,2,15
48934,32138-vaccine_factors-15,32138-vaccine_factors-15,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,16,2,764,2,16
48935,32138-vaccine_factors-16,32138-vaccine_factors-16,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,16,5,761,5,16
48936,32138-vaccine_factors-17,32138-vaccine_factors-17,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,17,21,745,21,17
48937,32138-vaccine_factors-18,32138-vaccine_factors-18,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,17,6,760,6,17
48938,32138-vaccine_factors-2,32138-vaccine_factors-2,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),2,15,6,760,6,15
